Date,Temperature_C,pH,Dissolved_Oxygen_mg_L,Ammonia_mg_L,Nitrate_mg_L,Turbidity_NTU,Feed_Intake_Percent,Growth_Rate_g_week,Mortality_Count_per_day,Disease_Outbreak
2023-10-06,25.77,6.98,7.23,0.03,24.7,42.88,100.0,2.09,5,0
2023-10-07,22.88,6.87,9.42,0.74,20.99,16.32,94.8,1.9,5,0
2023-10-08,31.59,8.29,3.54,1.29,89.71,88.13,45.2,0.88,22,1
2023-10-09,26.32,7.43,5.72,0.01,21.79,31.1,82.4,1.87,2,0
2023-10-10,24.68,7.05,9.48,0.37,14.43,28.85,83.3,2.09,4,0
2023-10-11,22.9,6.88,6.51,0.41,24.53,34.84,65.0,2.0,5,0
2023-10-12,23.17,6.88,8.29,0.54,13.38,35.72,86.3,2.28,2,0
2023-10-13,25.07,7.05,8.03,0.47,24.95,20.41,89.9,1.78,3,0
2023-10-14,25.35,6.5,8.77,0.8,8.32,26.9,82.8,1.83,5,0
2023-10-15,22.19,7.33,6.7,0.62,8.38,38.15,93.1,1.43,1,0
2023-10-16,24.25,7.24,5.5,0.11,14.0,39.73,89.3,1.97,3,0
2023-10-17,19.26,5.71,3.3,1.22,87.41,80.96,33.4,0.36,38,1
2023-10-18,28.35,5.96,2.21,4.19,70.9,64.81,40.2,0.4,31,1
2023-10-19,26.54,7.52,5.98,0.22,8.13,25.38,92.8,2.35,5,0
2023-10-20,30.0,8.27,4.43,2.16,71.69,66.86,48.3,0.47,33,1
2023-10-21,23.77,7.35,7.68,0.02,30.0,43.76,81.9,1.16,3,0
2023-10-22,19.4,5.59,3.44,1.1,80.39,61.57,43.5,0.86,22,1
2023-10-23,21.14,6.52,7.9,0.28,14.28,42.95,90.1,1.74,3,0
2023-10-24,22.93,6.94,6.02,0.42,7.13,13.21,90.1,1.65,4,0
2023-10-25,24.59,7.23,8.07,0.04,32.07,12.66,91.4,1.36,0,0
2023-10-26,24.4,6.96,5.5,0.26,6.31,14.92,65.4,1.92,7,0
2023-10-27,26.99,6.92,7.93,0.75,17.93,22.75,87.6,1.15,4,0
2023-10-28,26.56,6.71,6.85,0.01,24.37,35.48,79.4,1.64,5,0
2023-10-29,27.23,6.86,7.43,0.01,20.16,48.56,73.5,1.57,1,0
2023-10-30,18.0,8.24,2.29,4.35,64.13,91.09,48.1,0.8,26,1
2023-10-31,18.69,8.3,4.45,2.67,73.95,65.89,37.4,0.8,12,1
2023-11-01,24.06,6.76,6.57,0.02,15.27,20.81,85.6,1.85,3,0
2023-11-02,21.3,6.91,9.15,0.29,11.04,25.81,100.0,1.69,7,0
2023-11-03,23.18,7.08,6.99,0.1,31.31,47.76,83.8,1.35,6,0
2023-11-04,24.82,6.5,9.5,0.6,34.42,26.3,82.3,1.86,3,0
2023-11-05,25.65,7.35,7.19,0.67,6.87,45.34,90.9,1.0,2,0
2023-11-06,26.63,7.28,6.34,0.11,15.76,42.18,89.1,1.43,1,0
2023-11-07,23.03,7.29,8.27,0.1,5.43,39.51,90.2,1.91,7,0
2023-11-08,24.09,6.78,6.49,0.13,8.33,42.33,83.6,1.71,2,0
2023-11-09,25.66,6.95,7.62,0.02,17.09,21.81,77.3,1.42,6,0
2023-11-10,24.58,7.08,9.5,0.04,31.66,30.12,71.9,2.36,3,0
2023-11-11,21.9,7.14,8.26,0.24,20.61,15.72,77.6,1.97,3,0
2023-11-12,19.5,8.43,2.69,3.47,52.82,89.38,30.1,0.45,34,1
2023-11-13,20.25,8.45,3.43,4.18,92.43,74.78,41.3,0.86,28,1
2023-11-14,19.3,6.24,2.01,1.58,82.09,83.32,59.0,0.76,26,1
2023-11-15,27.58,6.88,5.5,0.6,19.28,14.44,84.7,2.08,0,0
2023-11-16,25.86,7.07,5.51,0.16,26.59,24.85,88.9,1.89,3,0
2023-11-17,24.9,6.9,9.5,0.03,6.29,36.67,75.1,1.85,3,0
2023-11-18,25.83,7.15,8.72,0.8,5.94,39.45,91.6,1.62,3,0
2023-11-19,24.14,7.47,6.2,0.04,30.71,33.01,77.8,1.64,3,0
2023-11-20,23.32,6.75,8.6,0.31,22.12,32.72,90.9,2.3,6,0
2023-11-21,20.33,5.7,2.15,3.35,76.2,94.66,37.2,0.62,29,1
2023-11-22,22.24,6.82,6.94,0.29,28.44,33.13,81.8,1.8,4,0
2023-11-23,24.04,6.92,5.5,0.66,26.23,12.49,76.6,2.33,3,0
2023-11-24,23.75,7.07,8.76,0.18,21.4,27.31,78.8,1.27,5,0
2023-11-25,24.31,7.01,8.0,0.09,18.11,33.74,86.9,1.5,8,0
2023-11-26,22.94,7.25,9.5,0.05,21.95,40.87,96.8,1.61,0,0
2023-11-27,24.89,6.62,8.41,0.12,30.44,39.15,83.5,1.44,1,0
2023-11-28,24.21,6.81,8.62,0.8,6.35,40.44,83.2,1.3,7,0
2023-11-29,21.95,6.64,8.6,0.06,32.55,14.07,69.7,1.71,1,0
2023-11-30,20.45,8.42,3.45,2.81,84.14,69.89,40.6,0.84,16,1
2023-12-01,27.85,6.84,5.5,0.09,13.87,33.75,87.1,1.73,4,0
2023-12-02,24.41,6.8,9.32,0.52,20.47,28.53,83.3,1.9,3,0
2023-12-03,23.34,7.19,8.99,0.02,10.73,22.4,83.4,1.94,6,0
2023-12-04,33.0,6.29,3.36,1.52,67.13,74.51,52.6,0.31,11,1
2023-12-05,27.81,7.17,7.66,0.01,12.96,34.06,95.5,1.4,4,0
2023-12-06,26.23,7.27,7.02,0.76,25.84,39.16,100.0,1.57,3,0
2023-12-07,26.55,7.13,8.67,0.39,21.86,47.88,65.0,1.68,4,0
2023-12-08,25.11,7.14,8.66,0.51,21.39,48.68,75.0,1.7,6,0
2023-12-09,23.94,6.86,6.21,0.1,31.14,36.91,78.5,1.93,4,0
2023-12-10,25.43,6.81,6.0,0.13,23.64,23.36,74.0,1.51,2,0
2023-12-11,28.32,6.67,9.35,0.02,16.22,47.78,98.9,2.04,4,0
2023-12-12,18.46,8.34,2.45,4.4,55.1,74.13,52.1,0.72,18,1
2023-12-13,19.47,8.34,3.58,2.92,81.04,65.04,47.9,0.4,24,1
2023-12-14,24.33,6.92,9.5,0.31,13.02,10.6,98.4,2.06,6,0
2023-12-15,32.4,8.43,3.75,3.38,68.37,60.54,47.5,0.45,13,1
2023-12-16,27.52,7.22,6.16,0.29,27.18,18.59,84.7,2.33,3,0
2023-12-17,26.04,7.09,5.5,0.8,11.88,31.88,90.8,2.07,3,0
2023-12-18,27.63,6.98,7.14,0.01,7.31,46.45,75.3,1.14,4,0
2023-12-19,25.32,6.5,8.88,0.15,20.41,20.13,78.1,1.58,6,0
2023-12-20,28.56,7.3,7.14,0.3,30.01,29.98,73.5,1.73,5,0
2023-12-21,24.05,6.5,8.97,0.01,17.26,46.96,74.9,1.71,7,0
2023-12-22,23.68,7.56,5.5,0.09,27.28,13.07,86.1,1.74,5,0
2023-12-23,33.0,8.35,3.3,3.78,89.8,72.07,43.9,0.55,31,1
2023-12-24,31.4,6.06,3.07,3.59,88.83,78.62,53.7,0.48,31,1
2023-12-25,30.46,6.21,2.26,1.78,73.37,81.27,37.4,0.33,31,1
2023-12-26,32.83,5.99,3.88,4.05,80.55,74.42,52.6,0.42,11,1
2023-12-27,26.52,7.28,5.98,0.28,8.52,23.49,85.9,1.83,3,0
2023-12-28,24.28,6.91,7.42,0.47,7.07,28.97,100.0,1.99,2,0
2023-12-29,28.42,7.04,8.04,0.2,15.01,41.66,88.4,1.3,4,0
2023-12-30,25.56,6.99,7.59,0.02,31.32,25.58,90.0,1.71,2,0
2023-12-31,25.41,7.4,5.88,0.13,16.18,12.75,78.1,1.52,3,0
2024-01-01,31.97,8.23,3.37,1.23,84.49,80.43,53.5,0.75,16,1
2024-01-02,23.07,7.2,6.12,0.15,24.87,23.88,74.0,1.59,7,0
2024-01-03,24.49,7.45,5.62,0.27,30.85,44.75,88.5,1.98,4,0
2024-01-04,27.86,7.47,5.5,0.23,24.1,39.93,86.6,1.24,5,0
2024-01-05,25.86,7.39,8.61,0.05,11.52,28.56,93.2,1.53,7,0
2024-01-06,23.21,7.57,6.42,0.03,27.44,42.51,100.0,1.35,6,0
2024-01-07,19.49,8.39,2.77,1.46,73.02,60.19,58.2,0.55,38,1
2024-01-08,26.56,7.01,6.97,0.37,16.68,19.16,100.0,1.91,7,0
2024-01-09,26.63,6.82,7.69,0.18,25.24,37.1,90.6,1.65,5,0
2024-01-10,20.89,8.21,3.67,3.93,57.64,60.67,53.4,0.67,20,1
2024-01-11,29.38,6.86,7.86,0.8,31.45,33.38,92.2,1.83,2,0
2024-01-12,28.49,6.89,7.77,0.08,32.47,34.65,93.1,1.38,7,0
2024-01-13,19.31,6.28,3.94,1.45,65.64,75.24,41.9,0.7,19,1
2024-01-14,26.07,6.78,7.23,0.09,8.03,16.7,69.5,1.19,3,0
2024-01-15,19.54,8.49,4.02,1.51,65.42,90.26,34.6,0.35,11,1
2024-01-16,25.62,7.26,9.5,0.05,19.35,41.22,74.2,1.36,0,0
2024-01-17,22.08,8.45,2.7,2.27,58.58,72.15,46.4,0.9,26,1
2024-01-18,27.4,6.5,7.08,0.07,19.68,39.67,93.5,1.0,5,0
2024-01-19,23.7,6.93,7.05,0.8,10.26,32.71,81.5,2.5,5,0
2024-01-20,25.5,6.75,6.59,0.52,13.57,47.08,79.6,1.72,3,0
2024-01-21,20.93,5.77,2.55,1.76,89.33,68.74,37.9,0.3,19,1
2024-01-22,27.63,7.41,8.53,0.05,18.75,24.05,84.7,1.43,2,0
2024-01-23,19.72,5.51,2.39,2.71,69.35,80.89,60.0,0.76,38,1
2024-01-24,29.8,6.92,5.67,0.33,19.05,40.94,91.5,1.79,7,0
2024-01-25,25.02,7.04,7.63,0.06,32.67,37.82,72.5,1.84,3,0
2024-01-26,27.27,7.06,7.2,0.11,27.48,27.24,91.3,1.63,3,0
2024-01-27,33.0,8.3,3.55,3.1,72.78,72.26,57.4,0.5,22,1
2024-01-28,21.79,8.44,2.85,1.28,69.93,69.14,40.3,0.8,21,1
2024-01-29,33.0,8.27,3.49,1.53,93.56,75.64,45.0,0.45,39,1
2024-01-30,33.0,5.96,2.29,4.3,85.29,76.18,55.9,0.45,24,1
2024-01-31,26.08,6.92,8.39,0.35,13.15,17.62,79.7,1.38,4,0
2024-02-01,32.25,8.39,2.29,2.91,90.61,72.04,52.0,0.7,27,1
2024-02-02,33.0,6.22,4.36,1.29,61.43,87.3,33.0,0.35,14,1
2024-02-03,23.03,8.44,2.08,3.31,73.95,63.61,35.2,0.64,38,1
2024-02-04,20.83,6.28,2.36,1.4,51.23,78.33,36.5,0.89,10,1
2024-02-05,21.47,6.1,2.88,2.27,86.26,71.49,36.3,0.35,26,1
2024-02-06,27.46,7.25,7.05,0.26,27.86,41.26,82.3,1.44,0,0
2024-02-07,25.9,6.96,6.36,0.28,33.11,22.47,92.6,1.33,5,0
2024-02-08,29.31,7.4,8.61,0.8,6.4,22.79,74.1,1.97,6,0
2024-02-09,31.39,8.33,3.3,3.49,54.31,71.12,59.1,0.46,16,1
2024-02-10,22.84,8.29,3.01,3.63,73.91,83.71,42.9,0.74,20,1
2024-02-11,27.04,7.08,6.94,0.21,18.01,19.98,67.8,1.81,7,0
2024-02-12,33.0,8.48,2.96,3.17,70.45,87.31,59.9,0.41,23,1
2024-02-13,28.26,6.65,6.43,0.24,17.52,16.41,74.7,1.61,4,0
2024-02-14,33.0,5.56,4.09,4.41,56.1,68.1,56.1,0.86,19,1
2024-02-15,25.0,6.88,5.5,0.01,30.74,39.25,74.0,1.46,3,0
2024-02-16,33.0,8.31,2.49,1.33,68.47,65.72,36.7,0.49,13,1
2024-02-17,24.47,6.82,8.52,0.02,19.78,27.68,77.2,1.39,5,0
2024-02-18,32.94,8.25,2.09,2.37,81.37,66.77,49.2,0.46,31,1
2024-02-19,24.52,6.78,6.95,0.04,24.44,45.0,80.6,1.81,2,0
2024-02-20,25.87,7.02,7.42,0.21,8.52,16.76,80.3,2.07,8,0
2024-02-21,26.16,6.98,6.93,0.1,8.88,13.98,90.6,2.43,3,0
2024-02-22,28.91,7.19,7.93,0.02,13.63,13.73,100.0,1.4,1,0
2024-02-23,26.91,7.35,5.6,0.32,12.53,36.02,81.4,1.62,3,0
2024-02-24,25.62,6.93,7.62,0.49,30.26,29.31,82.0,1.91,7,0
2024-02-25,21.09,8.3,4.16,1.53,88.32,94.7,51.8,0.77,38,1
2024-02-26,29.88,7.19,9.09,0.34,33.38,21.83,91.5,1.36,2,0
2024-02-27,30.01,6.63,5.5,0.04,7.83,43.26,92.1,1.77,4,0
2024-02-28,22.55,8.23,4.13,4.35,75.46,78.01,32.6,0.63,31,1
2024-02-29,29.01,6.87,5.5,0.04,7.43,43.19,84.3,1.8,1,0
2024-03-01,24.73,6.88,5.5,0.2,30.79,33.69,82.4,1.4,4,0
2024-03-02,30.59,7.04,7.24,0.34,28.02,22.3,99.4,1.69,3,0
2024-03-03,20.96,5.57,4.44,2.66,53.0,61.68,38.9,0.86,11,1
2024-03-04,25.6,7.25,8.87,0.68,29.3,33.33,69.5,1.46,5,0
2024-03-05,30.53,6.69,9.35,0.34,16.88,40.25,65.0,1.35,3,0
2024-03-06,26.63,6.95,7.62,0.05,24.74,49.91,65.0,1.08,3,0
2024-03-07,26.46,6.79,9.5,0.31,6.84,42.55,86.7,1.85,5,0
2024-03-08,27.28,6.71,8.26,0.07,6.76,32.09,77.7,2.0,4,0
2024-03-09,28.37,6.94,8.71,0.11,9.3,16.06,100.0,1.28,5,0
2024-03-10,30.06,7.13,6.44,0.8,8.73,45.01,94.0,1.83,6,0
2024-03-11,24.88,6.8,6.9,0.17,24.32,25.24,86.3,1.52,4,0
2024-03-12,28.54,7.36,9.21,0.24,29.78,35.26,79.4,1.84,5,0
2024-03-13,30.59,7.42,8.33,0.22,11.8,36.66,83.9,1.46,2,0
2024-03-14,27.66,6.83,5.5,0.14,30.17,15.81,100.0,1.48,4,0
2024-03-15,27.94,7.63,8.39,0.01,33.38,43.69,80.5,1.63,2,0
2024-03-16,26.5,6.61,8.97,0.02,5.13,36.82,65.0,1.37,2,0
2024-03-17,30.94,7.03,8.26,0.39,14.46,25.73,81.7,1.64,6,0
2024-03-18,21.35,8.41,4.08,1.79,67.97,74.34,59.3,0.41,31,1
2024-03-19,33.0,5.96,2.17,1.63,93.07,91.15,49.6,0.58,15,1
2024-03-20,28.28,7.0,8.1,0.15,8.99,16.35,76.7,1.53,5,0
2024-03-21,21.86,5.68,2.06,2.24,85.11,79.74,37.8,0.72,22,1
2024-03-22,25.63,7.02,5.5,0.04,18.22,22.69,75.7,1.87,4,0
2024-03-23,26.64,7.03,6.17,0.09,24.26,21.02,81.7,1.38,5,0
2024-03-24,32.64,8.27,3.09,3.08,76.53,62.36,54.9,0.41,19,1
2024-03-25,27.96,7.18,9.5,0.01,15.81,34.19,95.0,1.61,3,0
2024-03-26,29.97,7.38,7.77,0.51,5.57,39.44,86.4,1.58,2,0
2024-03-27,33.0,8.35,2.89,4.19,51.81,77.93,50.4,0.86,16,1
2024-03-28,27.37,7.17,7.78,0.11,28.46,40.63,75.1,1.61,5,0
2024-03-29,30.58,7.23,6.75,0.09,10.96,41.34,70.8,1.63,6,0
2024-03-30,32.44,5.57,4.19,2.06,88.64,90.0,52.9,0.39,33,1
2024-03-31,23.41,8.39,2.61,2.07,52.87,66.2,30.2,0.57,25,1
2024-04-01,29.49,7.36,8.66,0.5,33.37,22.52,95.3,1.96,4,0
2024-04-02,30.38,6.97,5.82,0.54,21.47,17.57,81.1,1.73,5,0
2024-04-03,31.0,7.37,9.09,0.14,31.38,39.01,82.8,1.42,4,0
2024-04-04,20.99,5.61,2.35,1.04,74.49,94.15,41.1,0.51,34,1
2024-04-05,20.66,8.35,2.16,2.39,71.33,75.79,56.1,0.62,29,1
2024-04-06,26.75,7.17,8.25,0.16,18.74,20.27,95.7,1.73,6,0
2024-04-07,21.66,8.35,3.86,1.59,55.42,62.37,51.7,0.86,10,1
2024-04-08,30.98,6.68,6.31,0.02,27.32,38.44,92.7,1.45,3,0
2024-04-09,32.3,5.77,4.04,4.07,84.79,83.51,31.0,0.62,13,1
2024-04-10,28.62,7.0,6.28,0.23,34.76,44.3,93.2,1.79,1,0
2024-04-11,26.84,7.2,6.67,0.12,29.83,10.02,74.4,1.46,1,0
2024-04-12,22.18,5.79,4.26,2.73,64.86,63.74,58.6,0.34,32,1
2024-04-13,30.2,6.64,6.02,0.12,5.62,40.44,94.9,2.21,3,0
2024-04-14,23.29,8.47,3.51,2.76,89.53,93.34,52.6,0.57,28,1
2024-04-15,27.6,6.93,5.5,0.53,24.64,26.45,77.1,1.8,3,0
2024-04-16,26.57,6.75,8.7,0.04,26.18,30.15,89.5,1.71,7,0
2024-04-17,30.5,7.16,8.84,0.77,29.61,32.47,90.4,1.77,7,0
2024-04-18,28.18,7.21,9.5,0.37,10.79,28.85,86.6,1.01,3,0
2024-04-19,22.2,8.27,2.51,2.91,59.32,79.04,36.9,0.81,34,1
2024-04-20,23.13,8.49,3.79,1.84,69.97,69.88,32.4,0.83,19,1
2024-04-21,23.54,8.23,4.38,3.58,76.88,90.83,31.5,0.45,24,1
2024-04-22,32.21,8.3,3.56,3.9,58.57,92.1,46.6,0.48,21,1
2024-04-23,26.81,6.76,5.5,0.57,15.9,41.76,86.6,1.87,4,0
2024-04-24,26.73,7.58,6.39,0.3,10.59,39.97,97.9,1.28,5,0
2024-04-25,28.26,6.73,5.5,0.68,20.75,38.29,81.5,1.22,2,0
2024-04-26,23.72,8.24,2.38,3.55,77.01,85.59,53.1,0.89,25,1
2024-04-27,27.84,7.22,5.51,0.03,30.26,34.57,84.9,1.39,4,0
2024-04-28,26.62,6.65,8.89,0.53,27.2,41.56,86.6,1.15,7,0
2024-04-29,33.0,8.24,4.03,2.69,52.58,66.11,51.2,0.73,34,1
2024-04-30,28.45,7.06,8.26,0.06,25.0,34.94,99.5,1.63,3,0
2024-05-01,30.73,7.58,6.34,0.17,13.3,32.33,90.5,1.64,4,0
2024-05-02,28.9,6.93,7.54,0.4,19.55,13.42,82.3,1.71,4,0
2024-05-03,23.04,8.45,2.15,3.02,55.36,61.28,31.6,0.8,38,1
2024-05-04,28.62,7.2,7.61,0.09,8.02,25.73,95.0,1.8,5,0
2024-05-05,29.07,7.8,7.72,0.57,25.56,21.6,66.7,1.51,1,0
2024-05-06,25.98,6.63,7.76,0.02,14.52,18.81,75.5,1.71,6,0
2024-05-07,26.78,7.28,6.81,0.23,10.76,38.77,89.1,1.43,6,0
2024-05-08,25.32,7.2,6.02,0.8,34.87,28.01,81.3,1.22,7,0
2024-05-09,21.1,8.36,3.59,3.17,55.43,94.19,35.6,0.57,22,1
2024-05-10,28.67,6.95,6.13,0.36,27.96,47.18,72.8,1.88,2,0
2024-05-11,33.0,5.54,2.94,3.81,69.55,90.43,35.4,0.87,34,1
2024-05-12,26.33,6.82,9.5,0.28,18.34,39.69,82.6,1.13,3,0
2024-05-13,30.48,7.3,9.5,0.16,20.14,10.29,78.2,2.02,1,0
2024-05-14,30.0,7.02,5.5,0.72,26.52,33.28,88.8,1.79,5,0
2024-05-15,25.9,6.99,5.5,0.63,11.12,43.06,98.2,1.51,5,0
2024-05-16,32.6,6.28,2.42,2.16,92.3,72.01,59.6,0.59,22,1
2024-05-17,21.19,8.22,2.31,4.36,78.62,86.81,32.4,0.33,35,1
2024-05-18,33.0,8.29,2.03,3.67,90.2,75.15,46.1,0.59,19,1
2024-05-19,27.5,7.02,7.63,0.2,33.36,12.29,94.7,1.74,6,0
2024-05-20,25.22,6.5,6.26,0.02,7.23,14.61,98.3,1.68,5,0
2024-05-21,29.47,7.21,9.5,0.28,33.27,41.53,85.3,1.57,7,0
2024-05-22,31.49,5.98,2.26,2.03,54.08,83.38,34.0,0.81,20,1
2024-05-23,32.62,8.21,3.99,3.02,65.39,88.35,37.1,0.43,10,1
2024-05-24,19.78,8.33,2.2,3.47,79.45,90.54,37.3,0.57,39,1
2024-05-25,25.22,6.91,8.31,0.38,8.73,33.98,69.3,1.94,5,0
2024-05-26,19.63,5.54,3.87,1.17,92.68,84.89,30.2,0.76,16,1
2024-05-27,30.12,7.63,5.5,0.8,12.25,37.25,92.6,2.16,2,0
2024-05-28,25.44,7.2,7.29,0.07,9.01,48.13,97.1,2.06,3,0
2024-05-29,20.71,8.24,4.44,4.34,86.01,68.46,32.0,0.49,33,1
2024-05-30,24.03,7.15,8.08,0.56,15.79,37.49,81.0,1.65,1,0
2024-05-31,29.44,6.68,6.36,0.5,13.82,27.85,95.4,1.98,5,0
2024-06-01,29.17,6.5,8.25,0.19,15.01,33.17,86.7,1.99,2,0
2024-06-02,20.91,8.4,2.65,2.62,56.0,92.47,56.0,0.72,36,1
2024-06-03,28.12,6.91,6.05,0.01,19.99,40.59,100.0,1.94,2,0
2024-06-04,25.65,6.5,7.49,0.09,17.96,49.96,82.2,1.64,6,0
2024-06-05,33.0,8.21,3.11,4.15,56.01,73.53,54.6,0.88,35,1
2024-06-06,28.25,7.04,7.17,0.17,18.92,41.56,87.4,2.2,2,0
2024-06-07,29.0,7.08,6.58,0.63,20.43,31.57,93.4,1.47,3,0
2024-06-08,21.13,5.84,4.37,1.96,67.91,92.6,40.1,0.85,12,1
2024-06-09,29.46,6.67,9.38,0.09,14.47,15.01,94.5,1.6,5,0
2024-06-10,26.91,6.83,8.54,0.16,30.17,45.08,88.1,1.23,2,0
2024-06-11,26.23,7.35,8.4,0.03,27.7,33.3,65.0,1.55,1,0
2024-06-12,25.63,7.03,6.61,0.51,14.8,23.98,69.5,1.9,2,0
2024-06-13,28.28,7.35,6.63,0.04,8.9,37.05,73.4,1.36,5,0
2024-06-14,27.49,6.86,8.63,0.31,14.42,48.32,85.8,1.56,3,0
2024-06-15,27.37,6.83,8.82,0.05,24.38,19.32,85.0,1.84,6,0
2024-06-16,19.91,5.87,4.24,1.36,79.55,91.74,35.1,0.88,27,1
2024-06-17,24.69,7.03,5.5,0.19,7.13,42.73,93.3,1.15,3,0
2024-06-18,27.87,7.15,6.22,0.08,9.95,14.98,85.9,1.32,1,0
2024-06-19,18.8,6.21,3.06,2.2,58.25,60.24,44.0,0.71,35,1
2024-06-20,25.1,7.22,6.54,0.03,28.42,46.41,100.0,1.29,6,0
2024-06-21,24.55,7.26,7.31,0.73,24.0,38.84,82.6,1.96,1,0
2024-06-22,24.36,7.08,7.04,0.08,24.57,26.21,76.0,1.77,0,0
2024-06-23,27.84,6.83,8.78,0.8,32.47,30.12,72.7,1.58,4,0
2024-06-24,31.74,5.57,3.57,2.46,57.49,94.52,54.6,0.47,38,1
2024-06-25,20.82,8.35,3.21,1.22,77.5,94.43,40.8,0.75,39,1
2024-06-26,19.6,8.39,3.08,3.79,76.79,91.03,42.3,0.66,16,1
2024-06-27,26.76,7.11,5.94,0.01,24.31,21.09,65.0,1.5,4,0
2024-06-28,23.63,7.39,7.73,0.17,20.75,17.99,90.2,1.95,4,0
2024-06-29,19.46,8.32,3.85,1.1,74.36,61.85,51.0,0.33,35,1
2024-06-30,27.71,7.0,7.77,0.2,21.98,46.67,82.7,2.12,5,0
2024-07-01,26.72,6.96,9.5,0.23,8.88,25.03,90.6,1.77,3,0
2024-07-02,24.34,7.06,8.1,0.16,20.52,13.37,91.5,1.21,3,0
2024-07-03,20.78,8.32,2.2,2.16,61.17,94.58,41.7,0.74,32,1
2024-07-04,26.68,7.3,7.19,0.03,26.07,21.98,91.5,1.62,3,0
2024-07-05,33.0,6.12,4.11,1.49,73.41,61.3,32.4,0.7,36,1
2024-07-06,33.0,5.67,4.13,2.01,92.85,61.75,34.5,0.62,10,1
2024-07-07,33.0,8.24,3.75,1.05,52.23,80.98,40.3,0.87,30,1
2024-07-08,27.87,6.76,7.5,0.35,20.1,40.61,73.1,1.69,4,0
2024-07-09,24.13,7.01,5.5,0.49,29.53,49.16,92.0,1.0,4,0
2024-07-10,25.93,7.18,6.94,0.04,26.6,14.05,70.0,2.08,5,0
2024-07-11,32.01,8.34,3.75,3.66,54.76,77.71,54.4,0.86,34,1
2024-07-12,26.51,6.5,9.5,0.13,29.16,23.54,88.8,1.72,8,0
2024-07-13,24.26,6.94,5.62,0.07,25.69,45.09,80.4,1.63,4,0
2024-07-14,27.45,6.72,7.84,0.08,19.68,21.44,79.2,1.73,7,0
2024-07-15,30.58,8.22,2.31,3.04,83.06,71.25,31.0,0.38,14,1
2024-07-16,25.59,7.26,5.72,0.02,8.41,10.16,85.5,2.15,2,0
2024-07-17,25.94,7.48,7.2,0.8,24.12,42.07,76.2,1.05,3,0
2024-07-18,24.35,7.7,7.15,0.8,22.39,31.61,93.7,1.98,2,0
2024-07-19,24.0,6.59,7.39,0.16,34.6,12.24,68.2,1.54,5,0
2024-07-20,25.64,6.6,8.15,0.04,34.1,10.88,90.8,1.88,2,0
2024-07-21,27.72,7.18,7.76,0.05,12.3,43.69,88.9,1.47,4,0
2024-07-22,28.28,6.83,7.31,0.21,8.7,26.04,97.1,1.5,3,0
2024-07-23,32.07,6.15,3.57,1.42,94.37,87.32,41.7,0.65,37,1
2024-07-24,30.75,6.17,3.05,2.37,79.96,67.54,36.6,0.74,18,1
2024-07-25,22.91,7.11,8.48,0.03,18.91,16.96,93.8,2.03,4,0
2024-07-26,22.15,7.0,9.34,0.8,7.92,22.12,71.1,2.09,4,0
2024-07-27,32.49,8.44,3.91,3.5,59.34,79.91,56.0,0.56,34,1
2024-07-28,32.07,8.3,3.75,2.03,80.24,84.58,41.2,0.31,25,1
2024-07-29,28.06,6.98,5.99,0.14,16.02,31.04,65.0,1.55,5,0
2024-07-30,27.31,6.93,7.6,0.29,20.29,31.83,78.3,1.63,4,0
2024-07-31,19.87,8.23,2.42,1.66,70.73,70.02,37.4,0.69,15,1
2024-08-01,23.5,6.96,9.5,0.01,20.55,11.5,92.3,1.94,5,0
2024-08-02,25.2,6.94,5.5,0.18,22.46,24.27,85.1,1.32,6,0
2024-08-03,25.37,7.27,6.8,0.08,18.79,35.14,85.3,2.19,2,0
2024-08-04,25.65,7.25,9.11,0.8,13.34,29.93,78.4,1.13,5,0
2024-08-05,22.42,6.66,8.56,0.01,15.57,44.26,85.2,1.32,7,0
2024-08-06,29.45,8.44,3.48,3.53,92.36,90.86,45.5,0.76,36,1
2024-08-07,23.92,7.14,7.31,0.62,26.24,38.55,92.8,1.33,3,0
2024-08-08,26.3,6.53,7.5,0.28,6.87,38.85,79.8,1.92,8,0
2024-08-09,22.59,6.73,8.58,0.18,28.89,31.88,97.5,1.92,6,0
2024-08-10,24.06,6.84,9.39,0.05,13.31,12.63,84.7,1.4,4,0
2024-08-11,26.27,7.03,8.16,0.8,30.23,11.44,72.2,1.98,4,0
2024-08-12,25.39,7.3,6.31,0.23,27.12,35.09,91.7,1.87,5,0
2024-08-13,24.57,6.87,7.06,0.12,11.61,47.01,85.0,2.03,4,0
2024-08-14,25.43,7.0,9.09,0.08,27.31,40.01,97.1,1.65,2,0
2024-08-15,28.6,8.27,3.52,2.41,80.44,66.65,54.6,0.37,31,1
2024-08-16,21.56,7.47,5.5,0.01,7.36,45.25,87.2,1.57,7,0
2024-08-17,22.94,6.5,7.16,0.11,16.52,44.18,99.4,1.45,3,0
2024-08-18,26.37,6.5,9.34,0.49,20.7,14.67,86.1,1.38,5,0
2024-08-19,19.41,8.26,2.28,2.42,71.83,78.93,54.6,0.4,21,1
2024-08-20,18.0,5.83,4.32,4.32,53.12,75.97,48.3,0.45,19,1
2024-08-21,25.95,7.2,8.96,0.09,17.32,45.94,84.9,1.79,4,0
2024-08-22,29.43,5.55,3.43,2.55,65.6,86.13,56.8,0.75,21,1
2024-08-23,25.73,7.33,6.68,0.08,6.9,15.27,88.6,1.99,4,0
